"Response ID","Date submitted","Last page","Start language","Date started","Date last action","IP address","Referrer URL","What is your age?","What is the highest level of school you have completed or the highest degree you have received? [Less than high school degree]","What is the highest level of school you have completed or the highest degree you have received? [High school degree or equivalent]","What is the highest level of school you have completed or the highest degree you have received? [Some college but not degree]","What is the highest level of school you have completed or the highest degree you have received? [Bachelor degree]","What is the highest level of school you have completed or the highest degree you have received? [Graduate degree]","Which of the following best describes your current occupation? [Business and financial operations occupation]","Which of the following best describes your current occupation? [Computer and mathematical occupation]","Which of the following best describes your current occupation? [Architecture and engineering occupation]","Which of the following best describes your current occupation? [Life, physical science]","Which of the following best describes your current occupation? [Community and social service occupation]","Which of the following best describes your current occupation? [Legal occupation]","Which of the following best describes your current occupation? [Education, training occupation]","Which of the following best describes your current occupation? [Arts, design, entertainment occupation]","Which of the following best describes your current occupation? [Health care occupation]","Which of the following best describes your current occupation? [Office and administrative occupation]","Which of the following best describes your current occupation? [Other]","Have you ever read a patent document?","Have you ever written a patent document or part of it?","Do you use or have you used patent documents at your work on a daily basis? If yes, how and when?","How do you rank next statements? [It is important to improve the readability of patent documents:]","How do you rank next statements? [It is difficult to read patent documents:]","How do you rank next statements? [I do not find information I need easily from patent documents as they are now:]","Please explain what aspects of the way patent documents are presented are you happy with.","Please explain how this format could be improved.","Please order the ways of representing the patent document according to your preference order. [Ranking 1]","Please order the ways of representing the patent document according to your preference order. [Ranking 2]","Please order the ways of representing the patent document according to your preference order. [Ranking 3]","Please order the ways of representing the patent document according to your preference order. [Ranking 4]","Please order the ways of representing the patent document according to your preference order. [Ranking 5]","Please order the ways of representing the patent document according to your preference order. [Ranking 6]","Please order the ways of representing the patent document according to your preference order. [Ranking 7]","Please order the ways of representing the patent document according to your preference order. [Ranking 8]","In my opinion, there is an even better way of representing the patent document.","If yes, please describe it as free text:","Please, tell how you agree or disagree with the left column statements: [I think my preferred option supports reading patent documents]","Please, tell how you agree or disagree with the left column statements: [I can see myself using my preferred option when reading patent documents]","Please, tell how you agree or disagree with the left column statements: [I plan to use my preferred option (given it was made available)]","Please, tell how you agree or disagree with the left column statements: [I think my preferred option supports my work]","Please, tell how you agree or disagree with the left column statements: [In my opinion, I do not find information I need easily from patent documents even if using the most preferred option]","Please order the ways of representing the patent document according to your preference order. [Ranking 1]","Please order the ways of representing the patent document according to your preference order. [Ranking 2]","Please order the ways of representing the patent document according to your preference order. [Ranking 3]","In my opinion, there is an even better way of representing the patent document.","If yes, please describe it as free text:","Please tell how you agree or disagree with the left column statements: [I think my preferred option supports reading patent documents]","Please tell how you agree or disagree with the left column statements: [I can see myself using my preferred option when reading patent documents]","Please tell how you agree or disagree with the left column statements: [I plan to use my preferred option (given it was made available)]","Please tell how you agree or disagree with the left column statements: [I think my preferred option supports my work]","Please tell how you agree or disagree with the left column statements: [In my opinion, I do not find information I need easily from patent documents even if using the most preferred option]","Please order the ways of representing the patent document according to your preference order. [Ranking 1]","Please order the ways of representing the patent document according to your preference order. [Ranking 2]","In my opinion, there is an even better way of representing the patent document.","If yes, please describe it as free text:","Please, tell how you agree or disagree with the left column statements: [I think my preferred option supports reading patent documents]","Please, tell how you agree or disagree with the left column statements: [I can see myself using my preferred option when reading patent documents]","Please, tell how you agree or disagree with the left column statements: [I plan to use my preferred option (given it was made available)]","Please, tell how you agree or disagree with the left column statements: [I think my preferred option supports my work]","Please, tell how you agree or disagree with the left column statements: [In my opinion, I do not find information I need easily from patent documents even if using the most preferred option]","Please order the ways of representing the patent document according to your preference order. [Ranking 1]","Please order the ways of representing the patent document according to your preference order. [Ranking 2]","In my opinion, there is an even better way of representing the patent document.","If yes, please describe it as free text:","Please, tell how you agree or disagree with the left column statements: [I think my preferred option supports reading patent documents]","Please, tell how you agree or disagree with the left column statements: [I can see myself using my preferred option when reading patent documents]","Please, tell how you agree or disagree with the left column statements: [I plan to use my preferred option (given it was made available)]","Please, tell how you agree or disagree with the left column statements: [I think my preferred option supports my work]","Please, tell how you agree or disagree with the left column statements: [In my opinion, I do not find information I need easily from patent documents even if using the most preferred option]","Please order the ways of representing the patent document according to your preference order. [Ranking 1]","Please order the ways of representing the patent document according to your preference order. [Ranking 2]","In my opinion, there is an even better way of representing the patent document.","If yes, please describe it as free text:","Please, tell how you agree or disagree with the left column statements: [I think my preferred option supports reading patent documents]","Please, tell how you agree or disagree with the left column statements: [I can see myself using my preferred option when reading patent documents]","Please, tell how you agree or disagree with the left column statements: [I plan to use my preferred option (given it was made available)]","Please, tell how you agree or disagree with the left column statements: [I think my preferred option supports my work]","Please, tell how you agree or disagree with the left column statements: [In my opinion, I do not find information I need easily from patent documents even if using the most preferred option]","Total time","Group time: Demografic questions","Question time: D1","Question time: D2","Question time: D3","Question time: D4","Question time: D5","Group time: Introductory questions","Question time: I2","Question time: I1","Question time: I3","Question time: I4","Group time: Test 1: Understanding a patent claim","Question time: Test1x1","Question time: Test1x2","Question time: Test1x3","Question time: Test1x4","Group time: Test 2:  Understanding a patent claim because it has jargon words with special meaning via text augm","Question time: Test2x1","Question time: Test2x2","Question time: Test2x3","Question time: Test2x4","Group time: Test 3: Understanding and summarising a patent claim","Question time: Test3x1","Question time: Test3x2","Question time: Test3x3","Question time: Test3x4","Group time: Test 4: Understanding claim dependency structure","Question time: Test4x1","Question time: Test4x2","Question time: Test4x3","Question time: Test4x4","Group time: Test 5: Patent classification codes interpretation.","Question time: Test5x1","Question time: Test5x2","Question time: Test5x3","Question time: Test5x4"
"30","2015-01-20 09:49:55","7","en","2015-01-20 09:37:21","2015-01-20 09:49:54","88.11.22.69","http://research.nualart.cat/survey/index.php/152341","41-50","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","","No","No","","strongly agree","","","","","Solution 1e: Indentation with numbered bars","Solution 1c: Indentation only","Solution 1b: Segmentation to three parts","Solution 1d: Indentation with bars","Solution 1g: Indentation with colourful graphical bars","Solution 1f: Indentation with graphical bars","Solution 1a:  Separation of phrases","Solution 0: Raw text","N/A","","somewhat agree","strongly agree","somewhat agree","somewhat agree","neutral","Solution 0: Raw patent claim text","Solution 2b: Highlighting","Solution 2a: Font color","N/A","","neutral","neutral","neutral","somewhat disagree","somewhat agree","Solution 1: Relevant picture","Solution 0: Raw patent claim text","N/A","","strongly agree","somewhat agree","strongly agree","somewhat agree","neutral","Solution 1: Interactive visualization","Solution 0: Claims numeration","N/A","","strongly agree","strongly agree","strongly agree","somewhat agree","neutral","Solution 1: classification codes of the patent aa a coluored table with codes definitions","Solution 0: classification codes of the patent as a list of alphanumeric symbols","N/A","","strongly agree","somewhat agree","somewhat agree","somewhat agree","neutral","755.74","73.11","","","","","","48.24","","","","","264.08","","","","","138.56","","","","","69.34","","","","","91.41","","","","","71","","","",""
"31","","1","en","2015-01-20 10:25:13","2015-01-20 10:27:46","62.178.161.193","http://research.nualart.cat/survey/index.php/152341","31-40","No","No","Yes","No","No","No","Yes","No","No","No","No","No","Yes","No","No","","Yes","No","","","","","","","","","","","","","","","N/A","","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","152.51","152.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32","2015-01-20 11:08:19","7","en","2015-01-20 10:56:24","2015-01-20 11:08:18","24.232.138.168","http://research.nualart.cat/survey/index.php/152341","31-40","No","No","Yes","No","No","No","Yes","No","No","Yes","No","Yes","No","No","No","","Yes","No","no","neutral","neutral","neutral","","","Solution 1e: Indentation with numbered bars","Solution 1c: Indentation only","","","","","","","N/A","","somewhat agree","neutral","neutral","strongly disagree","strongly agree","","","","N/A","","strongly disagree","strongly disagree","strongly disagree","strongly disagree","strongly agree","Solution 1: Relevant picture","Solution 0: Raw patent claim text","N/A","","somewhat disagree","","","","strongly agree","Solution 0: Claims numeration","","N/A","","strongly disagree","strongly disagree","strongly disagree","strongly disagree","strongly agree","Solution 1: classification codes of the patent aa a coluored table with codes definitions","Solution 0: classification codes of the patent as a list of alphanumeric symbols","N/A","","somewhat agree","neutral","neutral","neutral","somewhat agree","709.64","70.29","","","","","","65.17","","","","","264.89","","","","","64.47","","","","","66.43","","","","","107.39","","","","","71","","","",""
"33","2015-01-20 13:09:12","7","en","2015-01-20 12:49:45","2015-01-20 13:09:12","121.127.217.21","http://research.nualart.cat/survey/index.php/152341","61 or older","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","","Yes","No","No","strongly agree","somewhat agree","somewhat agree","They use at the same time legal language and very technical language in a specific domain.  This seems at times gratuitous and unnecessary.  I also get the impression that they remain vague in same parts, so that ambiguity can be used to fight legal battles.","Perhaps through the introduction of use cases.  This might not be possible for all patents, though.  An explanation in lay terms of what the intent of the patent is would also help.  Perhaps it might be excluded from being legally binding and only included for the purpose of explaining what the inventor has in mind.  In general, non-binding text and figures could be added to guide the readers in understanding the actual patent text.","Solution 1d: Indentation with bars","Solution 1e: Indentation with numbered bars","Solution 1c: Indentation only","Solution 1f: Indentation with graphical bars","Solution 1g: Indentation with colourful graphical bars","Solution 1a:  Separation of phrases","Solution 0: Raw text","Solution 1b: Segmentation to three parts","N/A","","strongly agree","strongly agree","strongly agree","strongly agree","somewhat agree","Solution 2a: Font color","Solution 2b: Highlighting","Solution 0: Raw patent claim text","N/A","","somewhat agree","somewhat agree","somewhat agree","somewhat agree","somewhat agree","Solution 1: Relevant picture","Solution 0: Raw patent claim text","N/A","","strongly agree","strongly agree","strongly agree","strongly agree","somewhat agree","Solution 1: Interactive visualization","Solution 0: Claims numeration","N/A","","strongly agree","strongly agree","strongly agree","strongly agree","somewhat agree","Solution 1: classification codes of the patent aa a coluored table with codes definitions","Solution 0: classification codes of the patent as a list of alphanumeric symbols","N/A","","strongly agree","strongly agree","strongly agree","strongly agree","somewhat agree","1166.97","56.11","","","","","","456.14","","","","","348.76","","","","","119.48","","","","","44.83","","","","","85.77","","","","","55.88","","","",""
"34","","1","en","2015-01-20 15:25:22","2015-01-20 15:25:59","84.88.72.252","http://research.nualart.cat/survey/index.php/152341","41-50","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","","Yes","Yes","","","","","","","","","","","","","","","N/A","","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","36.9","36.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35","","1","en","2015-01-20 16:41:27","2015-01-20 16:42:50","146.219.19.160","http://research.nualart.cat/survey/index.php/152341","41-50","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","","No","No","","","","","","","","","","","","","","","N/A","","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","83.86","83.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36","2015-01-20 16:48:57","7","en","2015-01-20 16:42:58","2015-01-20 16:48:57","41.63.165.75","http://research.nualart.cat/survey/index.php/152341","41-50","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","","Yes","Yes","PhD & Thesis","strongly agree","somewhat agree","somewhat disagree","","","Solution 1f: Indentation with graphical bars","Solution 1e: Indentation with numbered bars","","","","","","","Yes","","somewhat agree","somewhat agree","neutral","somewhat agree","somewhat agree","Solution 2a: Font color","","","N/A","","somewhat agree","somewhat agree","neutral","somewhat agree","somewhat agree","Solution 1: Relevant picture","","N/A","","somewhat agree","somewhat agree","neutral","somewhat agree","somewhat agree","Solution 1: Interactive visualization","","N/A","","somewhat agree","somewhat agree","neutral","somewhat agree","somewhat agree","Solution 1: classification codes of the patent aa a coluored table with codes definitions","Solution 0: classification codes of the patent as a list of alphanumeric symbols","N/A","","somewhat agree","somewhat agree","neutral","somewhat agree","somewhat agree","360.16","36.44","","","","","","67.53","","","","","120.44","","","","","39.77","","","","","36.5","","","","","20.88","","","","","38.6","","","",""
"37","","3","en","2015-01-20 16:44:48","2015-01-20 16:48:20","79.153.79.47","http://research.nualart.cat/survey/index.php/152341","41-50","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","","Yes","No","No.","somewhat agree","strongly agree","strongly agree","","","Solution 1c: Indentation only","Solution 1g: Indentation with colourful graphical bars","Solution 1e: Indentation with numbered bars","Solution 1f: Indentation with graphical bars","Solution 1d: Indentation with bars","Solution 1a:  Separation of phrases","Solution 1b: Segmentation to three parts","Solution 0: Raw text","N/A","","somewhat agree","strongly agree","strongly agree","","neutral","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","212.28","27.96","","","","","","23.44","","","","","160.88","","","","","","","","","","","","","","","","","","","","","","","",""
"38","","1","en","2015-01-20 16:57:41","2015-01-20 17:01:55","195.57.19.100","http://research.nualart.cat/survey/index.php/152341","51-60","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","","Yes","Yes","Educational books","","","","","","","","","","","","","","N/A","","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","254.63","68.38","","","","","","186.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39","","1","en","2015-01-20 17:20:20","2015-01-20 17:20:28","95.17.12.96","http://research.nualart.cat/survey/index.php/152341","","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","","N/A","N/A","","","","","","","","","","","","","","","N/A","","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","8.41","8.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"40","","","en","2015-01-20 17:30:49","2015-01-20 17:30:49","213.151.106.134","http://research.nualart.cat/survey/index.php/152341","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","","","","","","","","","","","","","","","N/A","","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41","2015-01-20 17:53:06","7","en","2015-01-20 17:35:16","2015-01-20 17:53:06","141.21.50.50","http://research.nualart.cat/survey/index.php/152341","31-40","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","","Yes","No","no","strongly agree","somewhat agree","somewhat agree","figures","hyperlinks","Solution 1g: Indentation with colourful graphical bars","Solution 1f: Indentation with graphical bars","Solution 1c: Indentation only","Solution 1d: Indentation with bars","Solution 1e: Indentation with numbered bars","Solution 1b: Segmentation to three parts","Solution 1a:  Separation of phrases","Solution 0: Raw text","Yes","Ideas:
1. graphical tree-like representation
2. multiple layouts that can be selected by the user","neutral","somewhat agree","","","somewhat agree","Solution 2b: Highlighting","Solution 2a: Font color","Solution 0: Raw patent claim text","Yes","The sentences are terribly long.
I Would prefer a tool that parses the English text and rephrases it using simple sentences. I know it is hard, but with the state-of-the art NLP tools, it is possible to come really close to something more readable.
For new patents, the tool could perform online validation of written sentences and to prefer simple formulations or watch for smells similar to the warning in your example.","strongly agree","somewhat agree","","","neutral","Solution 1: Relevant picture","Solution 0: Raw patent claim text","N/A","","","","","","","Solution 1: Interactive visualization","Solution 0: Claims numeration","N/A","","","","","","","Solution 1: classification codes of the patent aa a coluored table with codes definitions","Solution 0: classification codes of the patent as a list of alphanumeric symbols","N/A","","","","","","","1070.6","37.68","","","","","","66.01","","","","","377.5","","","","","482.98","","","","","42.48","","","","","26.14","","","","","37.81","","","",""
"42","","2","en","2015-01-20 17:56:26","2015-01-20 18:01:16","81.45.53.237","http://research.nualart.cat/survey/index.php/152341","41-50","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","","Yes","Yes","no","strongly agree","strongly agree","neutral","they are very consistent","betterdescription, not just about legality and taking as much as the cake as you dream of","","","","","","","","","N/A","","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","290.63","58.53","","","","","","173.15","","","","","58.95","","","","","","","","","","","","","","","","","","","","","","","",""
"43","","2","en","2015-01-20 18:00:40","2015-01-20 18:02:34","37.152.89.250","http://research.nualart.cat/survey/index.php/152341","31-40","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","","Yes","No","no","neutral","neutral","neutral","-","-","","","","","","","","","N/A","","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","113.98","48.08","","","","","","65.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44","","1","en","2015-01-20 18:01:41","2015-01-20 18:02:53","83.247.136.70","http://research.nualart.cat/survey/index.php/152341","51-60","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","","No","No","","","","","","","","","","","","","","","N/A","","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","72.52","72.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45","","1","en","2015-01-20 18:13:59","2015-01-20 18:14:44","37.152.89.250","http://research.nualart.cat/survey/index.php/152341","31-40","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","","Yes","No","","","","","","","","","","","","","","","N/A","","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","45.12","45.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46","2015-01-20 18:54:19","7","en","2015-01-20 18:39:59","2015-01-20 18:54:19","10.0.2.254","http://research.nualart.cat/survey/index.php/152341","51-60","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","","No","No","no","strongly agree","strongly agree","strongly agree","Spaces,typography,titles...","Spaces,typography,titles...","Solution 1g: Indentation with colourful graphical bars","Solution 1f: Indentation with graphical bars","Solution 1d: Indentation with bars","Solution 1e: Indentation with numbered bars","Solution 1a:  Separation of phrases","Solution 1c: Indentation only","Solution 1b: Segmentation to three parts","Solution 0: Raw text","N/A","","somewhat agree","somewhat agree","somewhat agree","strongly agree","somewhat agree","Solution 2b: Highlighting","Solution 2a: Font color","Solution 0: Raw patent claim text","N/A","","somewhat agree","somewhat agree","strongly agree","somewhat agree","somewhat agree","Solution 1: Relevant picture","Solution 0: Raw patent claim text","N/A","","somewhat agree","somewhat agree","somewhat agree","somewhat agree","somewhat agree","Solution 1: Interactive visualization","Solution 0: Claims numeration","N/A","","somewhat agree","somewhat agree","somewhat agree","somewhat agree","somewhat agree","Solution 0: classification codes of the patent as a list of alphanumeric symbols","Solution 1: classification codes of the patent aa a coluored table with codes definitions","N/A","","somewhat agree","somewhat agree","somewhat agree","somewhat agree","somewhat agree","821.87","24.15","","","","","","240.25","","","","","253.31","","","","","136.72","","","","","52.15","","","","","52.33","","","","","62.96","","","",""
"47","2015-01-20 19:14:35","7","en","2015-01-20 19:07:49","2015-01-20 19:14:35","88.17.86.205","http://research.nualart.cat/survey/index.php/152341","21-30","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","","Yes","No","","strongly agree","strongly agree","somewhat agree","","Machine-readable format","Solution 1c: Indentation only","Solution 1d: Indentation with bars","Solution 1e: Indentation with numbered bars","Solution 1f: Indentation with graphical bars","Solution 1g: Indentation with colourful graphical bars","Solution 1b: Segmentation to three parts","Solution 1a:  Separation of phrases","Solution 0: Raw text","N/A","","strongly agree","strongly agree","strongly agree","strongly agree","neutral","Solution 2b: Highlighting","Solution 2a: Font color","Solution 0: Raw patent claim text","N/A","","somewhat agree","somewhat agree","somewhat agree","somewhat agree","neutral","Solution 1: Relevant picture","Solution 0: Raw patent claim text","N/A","","somewhat agree","somewhat agree","somewhat agree","strongly agree","neutral","Solution 1: Interactive visualization","Solution 0: Claims numeration","N/A","","somewhat agree","somewhat agree","somewhat agree","somewhat agree","neutral","Solution 1: classification codes of the patent aa a coluored table with codes definitions","Solution 0: classification codes of the patent as a list of alphanumeric symbols","N/A","","strongly agree","strongly agree","strongly agree","strongly agree","neutral","406.48","43.92","","","","","","44.3","","","","","154.61","","","","","52.22","","","","","25.86","","","","","31.92","","","","","53.65","","","",""
"48","","","en","2015-01-20 19:39:03","2015-01-20 19:39:03","80.102.77.112","http://research.nualart.cat/survey/index.php/152341","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","","","","","","","","","","","","","","","N/A","","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49","","6","en","2015-01-20 19:43:54","2015-01-20 19:45:05","77.224.71.167","http://research.nualart.cat/survey/index.php/152341","","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","","N/A","N/A","","","","","","","","","","","","","","","N/A","","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","72.64","15.82","","","","","","8.54","","","","","18.89","","","","","11.57","","","","","7.84","","","","","9.98","","","","","","","","",""
"50","","1","en","2015-01-20 21:19:54","2015-01-20 21:23:21","83.56.12.140","http://research.nualart.cat/survey/index.php/152341","51-60","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","","Yes","No","","","","","","","","","","","","","","","N/A","","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","207","78.04","","","","","","128.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51","","3","en","2015-01-20 21:29:15","2015-01-20 21:36:09","93.203.248.127","http://research.nualart.cat/survey/index.php/152341","41-50","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","","Yes","No","no","neutral","strongly agree","strongly agree","i am not happy with it... the patent documents are too generic","they must at least explain clearly what sets apart from other inventions","","","","","","","","","Yes","patents should be decribed more in prose, describing the context of the invention fully the above formats read like computer program","neutral","neutral","neutral","neutral","neutral","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","415.85","31.63","","","","","","183.32","","","","","165.36","","","","","35.54","","","","","","","","","","","","","","","","","","",""
"52","","2","en","2015-01-20 22:03:07","2015-01-20 22:04:56","84.120.131.132","http://research.nualart.cat/survey/index.php/152341","31-40","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","journalist","No","No","No","","","","","","","","","","","","","","N/A","","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","109.04","68.76","","","","","","40.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54","","2","en","2015-01-20 23:19:57","2015-01-20 23:21:51","85.58.102.42","http://research.nualart.cat/survey/index.php/152341","31-40","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","translator","No","No","NO","strongly agree","strongly agree","","","","","","","","","","","","N/A","","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","113.66","77.75","","","","","","35.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55","2015-01-20 23:49:33","7","en","2015-01-20 23:38:16","2015-01-20 23:49:33","129.27.201.228","http://research.nualart.cat/survey/index.php/152341","21-30","No","Yes","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","","No","No","","somewhat agree","neutral","neutral","","","Solution 1a:  Separation of phrases","Solution 1b: Segmentation to three parts","Solution 1f: Indentation with graphical bars","Solution 1e: Indentation with numbered bars","Solution 1c: Indentation only","Solution 1g: Indentation with colourful graphical bars","Solution 1d: Indentation with bars","Solution 0: Raw text","N/A","","somewhat agree","strongly agree","","","somewhat agree","Solution 0: Raw patent claim text","Solution 2a: Font color","Solution 2b: Highlighting","N/A","","neutral","","","somewhat agree","somewhat agree","Solution 1: Relevant picture","Solution 0: Raw patent claim text","N/A","","neutral","","","somewhat agree","somewhat agree","Solution 1: Interactive visualization","Solution 0: Claims numeration","N/A","","","","","","","Solution 0: classification codes of the patent as a list of alphanumeric symbols","Solution 1: classification codes of the patent aa a coluored table with codes definitions","N/A","","","","","","","677","51.06","","","","","","43.56","","","","","365.82","","","","","97.78","","","","","48.28","","","","","21.84","","","","","48.66","","","",""
"56","","2","en","2015-01-21 00:14:35","2015-01-21 00:18:32","37.133.230.190","http://research.nualart.cat/survey/index.php/152341","41-50","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","","No","No","no","","strongly agree","strongly agree","no one","improvin the readability ","","","","","","","","","N/A","","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","236.78","104.06","","","","","","132.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58","","","en","2015-01-21 01:19:04","2015-01-21 01:19:04","79.152.182.150","http://research.nualart.cat/survey/index.php/152341","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","","","","","","","","","","","","","","","N/A","","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","","","N/A","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"60","2015-01-21 04:58:34","7","en","2015-01-21 04:19:16","2015-01-21 04:58:34","205.156.56.51","http://research.nualart.cat/survey/index.php/152341","31-40","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","","No","No","","somewhat agree","somewhat agree","","","","Solution 0: Raw text","Solution 1c: Indentation only","Solution 1a:  Separation of phrases","Solution 1b: Segmentation to three parts","Solution 1e: Indentation with numbered bars","Solution 1f: Indentation with graphical bars","Solution 1g: Indentation with colourful graphical bars","Solution 1d: Indentation with bars","Yes","I think it would be easier to evaluate the effectiveness of the options if the sample patent used were more realistic or perhaps better explained. Enhancing the presentation of the text of the patent is only part of the solution to make it more understandable. Adding complementary semantic elements (e.g. keywords or related patents would also help to give some context to improve ease of understanding. ","neutral","somewhat agree","neutral","","somewhat agree","Solution 0: Raw patent claim text","Solution 2a: Font color","Solution 2b: Highlighting","Yes","The jargon words used in the sample are too arbitrary to make good judgment of the effectiveness of the options.","neutral","neutral","neutral","","neutral","Solution 1: Relevant picture","Solution 0: Raw patent claim text","Yes","Relevant picture is better than no picture, however I would really prefer to have a better sample patent and pictures to evaluate this.","strongly agree","somewhat agree","somewhat agree","","somewhat disagree","Solution 1: Interactive visualization","Solution 0: Claims numeration","Yes","By itself, the interactive option has the danger of hiding content of the patent. If this option were an optional (non-default) mode, this could be a beneficial enhancement.","neutral","neutral","neutral","","neutral","Solution 1: classification codes of the patent aa a coluored table with codes definitions","Solution 0: classification codes of the patent as a list of alphanumeric symbols","Yes","The table is definitely helpful but the colors (as shown) are probably unnecessary, but more subtle colors might be helpful. ","somewhat agree","somewhat agree","somewhat agree","","neutral","2359.36","56.66","","","","","","590.1","","","","","994.11","","","","","259.32","","","","","138.96","","","","","216.48","","","","","103.73","","","",""
"61","2015-01-21 04:47:28","7","en","2015-01-21 04:32:34","2015-01-21 04:47:28","77.103.184.216","http://research.nualart.cat/survey/index.php/152341","31-40","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","","No","No","","strongly agree","","","","","","","","","","","","","Yes","","somewhat disagree","neutral","somewhat disagree","","","","","","Yes","","somewhat disagree","somewhat disagree","","","","","","N/A","","somewhat disagree","somewhat disagree","","","","","","Yes","","strongly disagree","strongly disagree","","","","","","Yes","","strongly disagree","strongly disagree","","","","893.8","57.8","","","","","","50.76","","","","","427.39","","","","","133.79","","","","","72.49","","","","","55.5","","","","","96.07","","","",""
